-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                                 DescribeInstancePatches                                                                                 |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
||                                                                                        Patches                                                                                        ||
|+----------------+----------------+------------------------------------------------+------------+-----------------+---------------------------------------------------------------------+|
|| Classification | InstalledTime  |                     KBId                       | Severity   |      State      |                                Title                                ||
||  Security      |  1575450062.0  |  php56-pdo.x86_64                              |  Critical  |  Installed      |  php56-pdo.x86_64:0:5.6.40-1.143.amzn1                              ||
||  Security      |  1575450062.0  |  php56-process.x86_64                          |  Critical  |  Installed      |  php56-process.x86_64:0:5.6.40-1.143.amzn1                          ||
||  Security      |  1575450065.0  |  php56-tidy.x86_64                             |  Critical  |  Installed      |  php56-tidy.x86_64:0:5.6.40-1.143.amzn1                             ||
||  Security      |  1575450062.0  |  php56-xml.x86_64                              |  Critical  |  Installed      |  php56-xml.x86_64:0:5.6.40-1.143.amzn1                              ||
||  Security      |  1575450065.0  |  php56-xmlrpc.x86_64                           |  Critical  |  Installed      |  php56-xmlrpc.x86_64:0:5.6.40-1.143.amzn1                           ||
||  Security      |  1511215920.0  |  policycoreutils.x86_64                        |  Important |  Installed      |  policycoreutils.x86_64:0:2.1.12-5.25.amzn1                         ||
||  Security      |  1551255680.0  |  postgresql92-libs.x86_64                      |  Important |  Installed      |  postgresql92-libs.x86_64:0:9.2.24-2.66.amzn1                       ||
||  Security      |  1551255678.0  |  procmail.x86_64                               |  Important |  Installed      |  procmail.x86_64:0:3.22-25.1.7.amzn1                                ||
||  Security      |  1551541852.0  |  python26-magic.noarch                         |  Important |  Installed      |  python26-magic.noarch:0:5.30-11.34.amzn1                           ||
||  Security      |  1575450062.0  |  python27.x86_64                               |  Important |  Installed      |  python27.x86_64:0:2.7.16-1.130.amzn1                               ||
||  Security      |  1575450065.0  |  python27-devel.x86_64                         |  Important |  Installed      |  python27-devel.x86_64:0:2.7.16-1.130.amzn1                         ||
||  Security      |  1575450065.0  |  python27-jinja2.noarch                        |  Important |  Installed      |  python27-jinja2.noarch:0:2.7.2-3.16.amzn1                          ||
||  Security      |  1575450062.0  |  python27-libs.x86_64                          |  Important |  Installed      |  python27-libs.x86_64:0:2.7.16-1.130.amzn1                          ||
||  Security      |  1551255680.0  |  python27-paramiko.noarch                      |  Critical  |  Installed      |  python27-paramiko.noarch:0:1.15.1-2.7.amzn1                        ||
||  Security      |  1511215917.0  |  rpcbind.x86_64                                |  Important |  Installed      |  rpcbind.x86_64:0:0.2.0-13.9.amzn1                                  ||
||  Security      |  1575450062.0  |  ruby20.x86_64                                 |  Important |  Installed      |  ruby20.x86_64:0:2.0.0.648-1.32.amzn1                               ||
||  Security      |  1575450065.0  |  ruby20-irb.noarch                             |  Important |  Installed      |  ruby20-irb.noarch:0:2.0.0.648-1.32.amzn1                           ||
||  Security      |  1575450061.0  |  ruby20-libs.x86_64                            |  Important |  Installed      |  ruby20-libs.x86_64:0:2.0.0.648-1.32.amzn1                          ||
||  Security      |  1575450062.0  |  rubygem20-bigdecimal.x86_64                   |  Important |  Installed      |  rubygem20-bigdecimal.x86_64:0:1.2.0-1.32.amzn1                     ||
||  Security      |  1575450062.0  |  rubygem20-psych.x86_64                        |  Important |  Installed      |  rubygem20-psych.x86_64:0:2.0.0-1.32.amzn1                          ||
||  Security      |  1575450062.0  |  rubygems20.noarch                             |  Important |  Installed      |  rubygems20.noarch:0:2.0.14.1-1.32.amzn1                            ||
||  Security      |  1575450064.0  |  vim-common.x86_64                             |  Important |  Installed      |  vim-common.x86_64:2:8.0.0503-1.46.amzn1                            ||
||  Security      |  1575450065.0  |  vim-enhanced.x86_64                           |  Important |  Installed      |  vim-enhanced.x86_64:2:8.0.0503-1.46.amzn1                          ||
||  Security      |  1575450063.0  |  vim-filesystem.x86_64                         |  Important |  Installed      |  vim-filesystem.x86_64:2:8.0.0503-1.46.amzn1                        ||
||  Security      |  1575450063.0  |  vim-minimal.x86_64                            |  Important |  Installed      |  vim-minimal.x86_64:2:8.0.0503-1.46.amzn1                           ||
||  Security      |  1575450066.0  |  wget.x86_64                                   |  Important |  Installed      |  wget.x86_64:0:1.18-5.30.amzn1                                      ||
||  Security      |  1551255680.0  |  yum-plugin-priorities.noarch                  |  Important |  Installed      |  yum-plugin-priorities.noarch:0:1.1.31-46.30.amzn1                  ||
||  Security      |  1551255680.0  |  yum-plugin-upgrade-helper.noarch              |  Important |  Installed      |  yum-plugin-upgrade-helper.noarch:0:1.1.31-46.30.amzn1              ||
||  Security      |  1551255680.0  |  yum-utils.noarch                              |  Important |  Installed      |  yum-utils.noarch:0:1.1.31-46.30.amzn1                              ||
||                |  1511215928.0  |  acl.x86_64                                    |            |  InstalledOther |  acl.x86_64:0:2.2.49-6.11.amzn1                                     ||
||                |  1511215925.0  |  acpid.x86_64                                  |            |  InstalledOther |  acpid.x86_64:0:2.0.19-6.7.amzn1                                    ||
||                |  1511215918.0  |  alsa-lib.x86_64                               |            |  InstalledOther |  alsa-lib.x86_64:0:1.0.22-3.9.amzn1                                 ||
||                |  1582051014.0  |  amazon-ssm-agent.x86_64                       |            |  InstalledOther |  amazon-ssm-agent.x86_64:0:2.3.842.0-1                              ||
||                |  1544942328.0  |  apr-util.x86_64                               |            |  InstalledOther |  apr-util.x86_64:0:1.5.4-6.18.amzn1                                 ||
||                |  1544942328.0  |  apr-util-devel.x86_64                         |            |  InstalledOther |  apr-util-devel.x86_64:0:1.5.4-6.18.amzn1                           ||
||                |  1544942329.0  |  apr-util-ldap.x86_64                          |            |  InstalledOther |  apr-util-ldap.x86_64:0:1.5.4-6.18.amzn1                            ||
||                |  1511215925.0  |  at.x86_64                                     |            |  InstalledOther |  at.x86_64:0:3.1.10-48.15.amzn1                                     ||
||                |  1511215928.0  |  attr.x86_64                                   |            |  InstalledOther |  attr.x86_64:0:2.4.46-12.10.amzn1                                   ||
||                |  1511215928.0  |  audit.x86_64                                  |            |  InstalledOther |  audit.x86_64:0:2.6.5-3.28.amzn1                                    ||
||                |  1511215900.0  |  audit-libs.x86_64                             |            |  InstalledOther |  audit-libs.x86_64:0:2.6.5-3.28.amzn1                               ||
||                |  1511215924.0  |  authconfig.x86_64                             |            |  InstalledOther |  authconfig.x86_64:0:6.2.8-30.31.amzn1                              ||
||                |  1511215906.0  |  autogen-libopts.x86_64                        |            |  InstalledOther |  autogen-libopts.x86_64:0:5.18-5.8.amzn1                            ||
||                |  1511215926.0  |  aws-amitools-ec2.noarch                       |            |  InstalledOther |  aws-amitools-ec2.noarch:0:1.5.13-0.2.amzn1                         ||
||                |  1511215923.0  |  aws-apitools-as.noarch                        |            |  InstalledOther |  aws-apitools-as.noarch:0:1.0.61.6-1.0.amzn1                        ||
||                |  1511215922.0  |  aws-apitools-common.noarch                    |            |  InstalledOther |  aws-apitools-common.noarch:0:1.1.0-1.9.amzn1                       ||
||                |  1511215923.0  |  aws-apitools-ec2.noarch                       |            |  InstalledOther |  aws-apitools-ec2.noarch:0:1.7.3.0-1.0.amzn1                        ||
||                |  1511215924.0  |  aws-apitools-elb.noarch                       |            |  InstalledOther |  aws-apitools-elb.noarch:0:1.0.35.0-1.0.amzn1                       ||
||                |  1511215923.0  |  aws-apitools-mon.noarch                       |            |  InstalledOther |  aws-apitools-mon.noarch:0:1.0.20.0-1.0.amzn1                       ||
||                |  1511215926.0  |  aws-cfn-bootstrap.noarch                      |            |  InstalledOther |  aws-cfn-bootstrap.noarch:0:1.4-26.17.amzn1                         ||
||                |  1511215927.0  |  aws-cli.noarch                                |            |  InstalledOther |  aws-cli.noarch:0:1.11.132-1.47.amzn1                               ||
||                |  1511215896.0  |  basesystem.noarch                             |            |  InstalledOther |  basesystem.noarch:0:10.0-4.9.amzn1                                 ||
||                |  1511215900.0  |  bash.x86_64                                   |            |  InstalledOther |  bash.x86_64:0:4.2.46-28.37.amzn1                                   ||
||                |  1511215928.0  |  bc.x86_64                                     |            |  InstalledOther |  bc.x86_64:0:1.06.95-1.10.amzn1                                     ||
||                |  1511215917.0  |  binutils.x86_64                               |            |  InstalledOther |  binutils.x86_64:0:2.25.1-31.base.66.amzn1                          ||
||                |  1511215905.0  |  bzip2.x86_64                                  |            |  InstalledOther |  bzip2.x86_64:0:1.0.6-8.12.amzn1                                    ||
||                |  1511215900.0  |  bzip2-libs.x86_64                             |            |  InstalledOther |  bzip2-libs.x86_64:0:1.0.6-8.12.amzn1                               ||
||                |  1511215908.0  |  ca-certificates.noarch                        |            |  InstalledOther |  ca-certificates.noarch:0:2015.2.6-65.0.1.16.amzn1                  ||
||                |  1511215906.0  |  checkpolicy.x86_64                            |            |  InstalledOther |  checkpolicy.x86_64:0:2.1.10-1.9.amzn1                              ||
||                |  1511215900.0  |  chkconfig.x86_64                              |            |  InstalledOther |  chkconfig.x86_64:0:1.3.49.3-2.14.amzn1                             ||
||                |  1511215918.0  |  cloud-disk-utils.noarch                       |            |  InstalledOther |  cloud-disk-utils.noarch:0:0.27-1.5.amzn1                           ||
||                |  1511215925.0  |  cloud-init.noarch                             |            |  InstalledOther |  cloud-init.noarch:0:0.7.6-2.15.amzn1                               ||
||                |  1511942405.0  |  compat-gmp4.x86_64                            |            |  InstalledOther |  compat-gmp4.x86_64:0:4.3.2-1.14.amzn1                              ||
||                |  1551255676.0  |  copy-jdk-configs.noarch                       |            |  InstalledOther |  copy-jdk-configs.noarch:0:3.3-10.3.amzn1                           ||
||                |  1511215907.0  |  coreutils.x86_64                              |            |  InstalledOther |  coreutils.x86_64:0:8.22-15.52.amzn1                                ||
||                |  1511215901.0  |  cpio.x86_64                                   |            |  InstalledOther |  cpio.x86_64:0:2.10-12.12.amzn1                                     ||
||                |  1511215909.0  |  cracklib.x86_64                               |            |  InstalledOther |  cracklib.x86_64:0:2.8.16-4.14.amzn1                                ||
||                |  1511215909.0  |  cracklib-dicts.x86_64                         |            |  InstalledOther |  cracklib-dicts.x86_64:0:2.8.16-4.14.amzn1                          ||
||                |  1511215920.0  |  cronie.x86_64                                 |            |  InstalledOther |  cronie.x86_64:0:1.4.4-15.8.amzn1                                   ||
||                |  1511215920.0  |  cronie-anacron.x86_64                         |            |  InstalledOther |  cronie-anacron.x86_64:0:1.4.4-15.8.amzn1                           ||
||                |  1511215920.0  |  crontabs.noarch                               |            |  InstalledOther |  crontabs.noarch:0:1.10-33.9.amzn1                                  ||
||                |  1511215926.0  |  cryptsetup.x86_64                             |            |  InstalledOther |  cryptsetup.x86_64:0:1.6.7-1.22.amzn1                               ||
||                |  1511215918.0  |  cryptsetup-libs.x86_64                        |            |  InstalledOther |  cryptsetup-libs.x86_64:0:1.6.7-1.22.amzn1                          ||
||                |  1551255678.0  |  curl.x86_64                                   |            |  InstalledOther |  curl.x86_64:0:7.61.1-7.91.amzn1                                    ||
||                |  1511215920.0  |  cyrus-sasl.x86_64                             |            |  InstalledOther |  cyrus-sasl.x86_64:0:2.1.23-13.16.amzn1                             ||
||                |  1511954242.0  |  cyrus-sasl-devel.x86_64                       |            |  InstalledOther |  cyrus-sasl-devel.x86_64:0:2.1.23-13.16.amzn1                       ||
||                |  1511215901.0  |  cyrus-sasl-lib.x86_64                         |            |  InstalledOther |  cyrus-sasl-lib.x86_64:0:2.1.23-13.16.amzn1                         ||
||                |  1511215928.0  |  cyrus-sasl-plain.x86_64                       |            |  InstalledOther |  cyrus-sasl-plain.x86_64:0:2.1.23-13.16.amzn1                       ||
||                |  1511215906.0  |  dash.x86_64                                   |            |  InstalledOther |  dash.x86_64:0:0.5.5.1-4.5.amzn1                                    ||
||                |  1511215900.0  |  db4.x86_64                                    |            |  InstalledOther |  db4.x86_64:0:4.7.25-18.11.amzn1                                    ||
||                |  1511954241.0  |  db4-cxx.x86_64                                |            |  InstalledOther |  db4-cxx.x86_64:0:4.7.25-18.11.amzn1                                ||
||                |  1511954242.0  |  db4-devel.x86_64                              |            |  InstalledOther |  db4-devel.x86_64:0:4.7.25-18.11.amzn1                              ||
||                |  1511215905.0  |  db4-utils.x86_64                              |            |  InstalledOther |  db4-utils.x86_64:0:4.7.25-18.11.amzn1                              ||
||                |  1511215925.0  |  dbus.x86_64                                   |            |  InstalledOther |  dbus.x86_64:1:1.6.12-14.28.amzn1                                   ||
||                |  1511215901.0  |  dbus-libs.x86_64                              |            |  InstalledOther |  dbus-libs.x86_64:1:1.6.12-14.28.amzn1                              ||
||                |  1511215896.0  |  dejavu-fonts-common.noarch                    |            |  InstalledOther |  dejavu-fonts-common.noarch:0:2.33-6.6.amzn1                        ||
||                |  1511215906.0  |  dejavu-sans-fonts.noarch                      |            |  InstalledOther |  dejavu-sans-fonts.noarch:0:2.33-6.6.amzn1                          ||
||                |  1511215906.0  |  dejavu-serif-fonts.noarch                     |            |  InstalledOther |  dejavu-serif-fonts.noarch:0:2.33-6.6.amzn1                         ||
||                |  1511215918.0  |  device-mapper.x86_64                          |            |  InstalledOther |  device-mapper.x86_64:0:1.02.135-1.31.amzn1                         ||
||                |  1511215918.0  |  device-mapper-event.x86_64                    |            |  InstalledOther |  device-mapper-event.x86_64:0:1.02.135-1.31.amzn1                   ||
||                |  1511215918.0  |  device-mapper-event-libs.x86_64               |            |  InstalledOther |  device-mapper-event-libs.x86_64:0:1.02.135-1.31.amzn1              ||
||                |  1511215918.0  |  device-mapper-libs.x86_64                     |            |  InstalledOther |  device-mapper-libs.x86_64:0:1.02.135-1.31.amzn1                    ||
||                |  1511215920.0  |  device-mapper-persistent-data.x86_64          |            |  InstalledOther |  device-mapper-persistent-data.x86_64:0:0.6.3-1.11.amzn1            ||
||                |  1511215905.0  |  diffutils.x86_64                              |            |  InstalledOther |  diffutils.x86_64:0:3.3-4.15.amzn1                                  ||
||                |  1511215923.0  |  dmraid.x86_64                                 |            |  InstalledOther |  dmraid.x86_64:0:1.0.0.rc16-11.8.amzn1                              ||
||                |  1511215923.0  |  dmraid-events.x86_64                          |            |  InstalledOther |  dmraid-events.x86_64:0:1.0.0.rc16-11.8.amzn1                       ||
||                |  1511215919.0  |  dracut.noarch                                 |            |  InstalledOther |  dracut.noarch:0:004-409.31.amzn1                                   ||
||                |  1511215925.0  |  dracut-modules-growroot.noarch                |            |  InstalledOther |  dracut-modules-growroot.noarch:0:0.20-1.5.amzn1                    ||
||                |  1511215928.0  |  dump.x86_64                                   |            |  InstalledOther |  dump.x86_64:1:0.4-0.6.b42.7.amzn1                                  ||
||                |  1511215909.0  |  e2fsprogs.x86_64                              |            |  InstalledOther |  e2fsprogs.x86_64:0:1.42.12-4.40.amzn1                              ||
||                |  1511215901.0  |  e2fsprogs-libs.x86_64                         |            |  InstalledOther |  e2fsprogs-libs.x86_64:0:1.42.12-4.40.amzn1                         ||
||                |  1511215925.0  |  ec2-net-utils.noarch                          |            |  InstalledOther |  ec2-net-utils.noarch:0:0.5-1.34.amzn1                              ||
||                |  1511215926.0  |  ec2-utils.noarch                              |            |  InstalledOther |  ec2-utils.noarch:0:0.5-1.34.amzn1                                  ||
||                |  1511215928.0  |  ed.x86_64                                     |            |  InstalledOther |  ed.x86_64:0:1.1-3.3.8.amzn1                                        ||
||                |  1511215900.0  |  elfutils-libelf.x86_64                        |            |  InstalledOther |  elfutils-libelf.x86_64:0:0.163-3.18.amzn1                          ||
||                |  1511215926.0  |  epel-release.noarch                           |            |  InstalledOther |  epel-release.noarch:0:6-8.9.amzn1                                  ||
||                |  1511215906.0  |  ethtool.x86_64                                |            |  InstalledOther |  ethtool.x86_64:2:3.15-2.27.amzn1                                   ||
||                |  1511215901.0  |  expat.x86_64                                  |            |  InstalledOther |  expat.x86_64:0:2.1.0-10.21.amzn1                                   ||
||                |  1511954241.0  |  expat-devel.x86_64                            |            |  InstalledOther |  expat-devel.x86_64:0:2.1.0-10.21.amzn1                             ||
||                |  1511215895.0  |  filesystem.x86_64                             |            |  InstalledOther |  filesystem.x86_64:0:2.4.30-3.8.amzn1                               ||
||                |  1511215903.0  |  findutils.x86_64                              |            |  InstalledOther |  findutils.x86_64:1:4.4.2-6.9.amzn1                                 ||
||                |  1511215918.0  |  fipscheck.x86_64                              |            |  InstalledOther |  fipscheck.x86_64:0:1.3.1-3.13.amzn1                                ||
||                |  1511215918.0  |  fipscheck-lib.x86_64                          |            |  InstalledOther |  fipscheck-lib.x86_64:0:1.3.1-3.13.amzn1                            ||
||                |  1511215910.0  |  fontconfig.x86_64                             |            |  InstalledOther |  fontconfig.x86_64:0:2.8.0-5.8.amzn1                                ||
||                |  1511215896.0  |  fontpackages-filesystem.noarch                |            |  InstalledOther |  fontpackages-filesystem.noarch:0:1.41-1.1.2.amzn1                  ||
||                |  1511215900.0  |  gawk.x86_64                                   |            |  InstalledOther |  gawk.x86_64:0:3.1.7-10.10.amzn1                                    ||
||                |  1511215901.0  |  gdbm.x86_64                                   |            |  InstalledOther |  gdbm.x86_64:0:1.8.0-36.6.amzn1                                     ||
||                |  1511215905.0  |  gdisk.x86_64                                  |            |  InstalledOther |  gdisk.x86_64:0:0.8.10-1.5.amzn1                                    ||
||                |  1511215917.0  |  generic-logos.noarch                          |            |  InstalledOther |  generic-logos.noarch:0:17.0.0-2.5.amzn1                            ||
||                |  1511215928.0  |  get_reference_source.noarch                   |            |  InstalledOther |  get_reference_source.noarch:0:1.2-0.4.amzn1                        ||
||                |  1511215906.0  |  giflib.x86_64                                 |            |  InstalledOther |  giflib.x86_64:0:4.1.6-3.1.6.amzn1                                  ||
||                |  1511215901.0  |  glib2.x86_64                                  |            |  InstalledOther |  glib2.x86_64:0:2.36.3-5.18.amzn1                                   ||
||                |  1511215903.0  |  gmp.x86_64                                    |            |  InstalledOther |  gmp.x86_64:0:6.0.0-11.16.amzn1                                     ||
||                |  1551849348.0  |  gnutls.x86_64                                 |            |  InstalledOther |  gnutls.x86_64:0:2.12.23-21.18.amzn1                                ||
||                |  1511215919.0  |  gpgme.x86_64                                  |            |  InstalledOther |  gpgme.x86_64:0:1.4.3-5.15.amzn1                                    ||
||                |  1511215906.0  |  gpm-libs.x86_64                               |            |  InstalledOther |  gpm-libs.x86_64:0:1.20.6-12.8.amzn1                                ||
||                |  1511215902.0  |  grep.x86_64                                   |            |  InstalledOther |  grep.x86_64:0:2.20-3.18.amzn1                                      ||
||                |  1511215912.0  |  groff.x86_64                                  |            |  InstalledOther |  groff.x86_64:0:1.22.2-8.11.amzn1                                   ||
||                |  1511215901.0  |  groff-base.x86_64                             |            |  InstalledOther |  groff-base.x86_64:0:1.22.2-8.11.amzn1                              ||
||                |  1511215926.0  |  grub.x86_64                                   |            |  InstalledOther |  grub.x86_64:1:0.97-94.30.amzn1                                     ||
||                |  1511215915.0  |  grubby.x86_64                                 |            |  InstalledOther |  grubby.x86_64:0:7.0.15-7.8.amzn1                                   ||
||                |  1511215909.0  |  gzip.x86_64                                   |            |  InstalledOther |  gzip.x86_64:0:1.5-9.19.amzn1                                       ||
||                |  1511215906.0  |  hesiod.x86_64                                 |            |  InstalledOther |  hesiod.x86_64:0:3.1.0-19.6.amzn1                                   ||
||                |  1511215924.0  |  hibagent.noarch                               |            |  InstalledOther |  hibagent.noarch:0:1.0.0-2.amzn1                                    ||
||                |  1511215926.0  |  hmaccalc.x86_64                               |            |  InstalledOther |  hmaccalc.x86_64:0:0.9.12-1.9.amzn1                                 ||
||                |  1511215918.0  |  hwdata.noarch                                 |            |  InstalledOther |  hwdata.noarch:0:0.233-14.1.18.amzn1                                ||
||                |  1511215900.0  |  info.x86_64                                   |            |  InstalledOther |  info.x86_64:0:5.1-4.10.amzn1                                       ||
||                |  1511215919.0  |  initscripts.x86_64                            |            |  InstalledOther |  initscripts.x86_64:0:9.03.58-1.39.amzn1                            ||
||                |  1511215905.0  |  iproute.x86_64                                |            |  InstalledOther |  iproute.x86_64:0:4.4.0-3.23.amzn1                                  ||
||                |  1511215905.0  |  iptables.x86_64                               |            |  InstalledOther |  iptables.x86_64:0:1.4.18-1.22.amzn1                                ||
||                |  1511215919.0  |  iputils.x86_64                                |            |  InstalledOther |  iputils.x86_64:0:20121221-7.13.amzn1                               ||
||                |  1511215924.0  |  irqbalance.x86_64                             |            |  InstalledOther |  irqbalance.x86_64:2:1.3.0-1.26.amzn1                               ||
||                |  1511215915.0  |  javapackages-tools.noarch                     |            |  InstalledOther |  javapackages-tools.noarch:0:0.9.1-1.5.amzn1                        ||
||                |  1511215915.0  |  jpackage-utils.noarch                         |            |  InstalledOther |  jpackage-utils.noarch:0:1.7.5-27.17.amzn1                          ||
||                |  1511215919.0  |  kbd.x86_64                                    |            |  InstalledOther |  kbd.x86_64:0:1.15-11.4.amzn1                                       ||
||                |  1511215896.0  |  kbd-misc.noarch                               |            |  InstalledOther |  kbd-misc.noarch:0:1.15-11.4.amzn1                                  ||
||                |  1511215904.0  |  keyutils.x86_64                               |            |  InstalledOther |  keyutils.x86_64:0:1.5.8-3.12.amzn1                                 ||
||                |  1511215900.0  |  keyutils-libs.x86_64                          |            |  InstalledOther |  keyutils-libs.x86_64:0:1.5.8-3.12.amzn1                            ||
||                |  1511215918.0  |  kmod.x86_64                                   |            |  InstalledOther |  kmod.x86_64:0:14-10.10.amzn1                                       ||
||                |  1511215905.0  |  kmod-libs.x86_64                              |            |  InstalledOther |  kmod-libs.x86_64:0:14-10.10.amzn1                                  ||
||                |  1511215918.0  |  kpartx.x86_64                                 |            |  InstalledOther |  kpartx.x86_64:0:0.4.9-72.8.amzn1                                   ||
||                |  1511215907.0  |  krb5-libs.x86_64                              |            |  InstalledOther |  krb5-libs.x86_64:0:1.15.1-8.43.amzn1                               ||
||                |  1511215920.0  |  lcms2.x86_64                                  |            |  InstalledOther |  lcms2.x86_64:0:2.6-2.5.amzn1                                       ||
